time_s,north_m,east_m,latitude_deg,longitude_deg,depth_setpoint_m,depth_m,heading_setpoint_deg,heading_deg,speed_setpoint_mps,surge_speed_mps,pitch_setpoint_deg,pitch_deg,roll_deg,distance_to_target_m,rpm,elevator_deg,rudder_deg
322.8,340.1173162152389,340.155574940691,12.974658748510196,80.22403920043064,10.0,9.980999933226904,45.27587072431982,45.27946824326589,1.5,1.5000002987025614,-0.005010965322365993,-0.006782136292123001,5.26111730425542e-10,85.60140441468944,958.1233245835377,-0.0007899506329705854,-0.0003877704328926936
322.85,340.17008975582627,340.208866174289,12.974659223114047,80.22403969224047,10.0,9.981008511246564,45.27586740030898,45.27946066980795,1.5,1.5000002980889366,-0.00501066591960213,-0.006780278593309016,5.255439571482577e-10,85.52640440039306,958.1233242564333,-0.0007896354273753736,-0.00038745776443110166
322.90000000000003,340.22286330357707,340.2621574007504,12.974659697717964,80.22404018405024,10.0,9.981017086977737,45.275864077248755,45.279453102501165,1.5,1.5000002974765723,-0.005010363418346674,-0.006778419481561603,5.249769335842499e-10,85.45140438612675,958.1233239300007,-0.0007893202364859517,-0.00038714554650088413
322.95000000000005,340.2756368584855,340.31544862008116,12.974660172321947,80.22404067585995,10.0,9.981025660418522,45.27586075513603,45.27944554133678,1.5,1.500000296865466,-0.005010057824558439,-0.006776558960752199,5.244106612865236e-10,85.3764043718905,958.123323604239,-0.0007890050605043161,-0.0003868337788460873
323.0,340.32841042054554,340.3687398322871,12.974660646925992,80.22404116766961,10.0,9.98103423156703,45.27585743396772,45.27943798630598,1.5,1.500000296255615,-0.005009749144191045,-0.006774697034746369,5.238451387020738e-10,85.30140435768412,958.1233232791461,-0.0007886898996347941,-0.0003865224612330488
323.05,340.38118398975143,340.42203103737404,12.974661121530103,80.22404165947921,10.0,9.98104280042137,45.27585411374071,45.27943043740004,1.5,1.5000002956470166,-0.005009437383184769,-0.006772833707403796,5.232803654426492e-10,85.22640434350765,958.1233229547214,-0.0007883747540775579,-0.0003862115933999801
323.1,340.4339575660973,340.47532223534796,12.974661596134277,80.22404215128876,10.0,9.981051366979662,45.27585079445192,45.27942289461017,1.5,1.5000002950396687,-0.005009122547474688,-0.0067709689825783004,5.227163418965009e-10,85.15140432936103,958.1233226309631,-0.0007880596240351331,-0.00038590117509519
323.15000000000003,340.48673114957734,340.52861342621475,12.974662070738516,80.22404264309819,10.0,9.981059931240026,45.27584747609825,45.27941535792764,1.5,1.5000002944335684,-0.005008804642986623,-0.006769102864117846,5.221530676753779e-10,85.07640431524416,958.1233223078698,-0.0007877445097091151,-0.00038559120607665424
323.20000000000005,340.53950474018563,340.5819046099802,12.974662545342818,80.22404313490762,10.0,9.98106849320059,45.27584415867655,45.279407827343675,1.5,1.5000002938287131,-0.005008483675637077,-0.006767235355864547,5.215905416145259e-10,85.00140430115697,958.1233219854402,-0.0007874294113001421,-0.0003852816861117818
323.25,340.5922783379164,340.63519578665023,12.974663019947185,80.22404362671693,10.0,9.981077052859487,45.27584084218374,45.279400302849545,1.5,1.5000002932251004,-0.005008159651333274,-0.006765366461654674,5.210287644904479e-10,84.92640428709944,958.1233216636731,-0.0007871143290079224,-0.0003849726149399422
